n;p;time
5000000;14;0.1028437614440918
10000000;14;0.5214583873748779
50000000;14;0.7728548049926758
100000000;14;0.8736608028411865
1000000;15;0.02061009407043457
5000000;15;0.11902976036071777
10000000;15;0.18260502815246582
50000000;15;0.8322665691375732
100000000;15;1.6177809238433838
1000000;2;0.058817386627197266
5000000;2;0.34827208518981934
10000000;2;0.5176994800567627
50000000;2;2.7088499069213867
100000000;2;5.206221103668213
1000000;3;0.044703006744384766
5000000;3;0.1840806007385254
10000000;3;0.4476759433746338
50000000;3;2.156383991241455
100000000;3;3.5858261585235596
1000000;4;0.036823272705078125
5000000;4;0.16069388389587402
10000000;4;0.2884204387664795
50000000;4;1.3380398750305176
100000000;4;3.52596116065979
1000000;5;0.027762413024902344
5000000;5;0.16796541213989258
10000000;5;0.2715897560119629
50000000;5;1.4366950988769531
100000000;5;2.284001350402832
1000000;6;0.020266294479370117
5000000;6;0.09534811973571777
10000000;6;0.5262362957000732
50000000;6;1.066117763519287
100000000;6;2.443986654281616
1000000;7;0.027791738510131836
5000000;7;0.08747315406799316
10000000;7;0.2284407615661621
50000000;7;1.0372726917266846
100000000;7;1.7679941654205322
1000000;8;0.019390583038330078
5000000;8;0.1197357177734375
10000000;8;0.26003527641296387
50000000;8;0.8588531017303467
100000000;8;1.9269225597381592
1000000;9;0.0695352554321289
5000000;9;0.3524317741394043
10000000;9;0.3183443546295166
50000000;9;2.923733711242676
100000000;9;7.0343358516693115
1000000;10;0.05650949478149414
5000000;10;0.2966461181640625
10000000;10;0.6093552112579346
50000000;10;2.928487539291382
100000000;10;2.459686756134033
1000000;11;0.021775484085083008
5000000;11;0.0986323356628418
10000000;11;0.26781272888183594
50000000;11;1.060913324356079
100000000;11;6.651540040969849
1000000;12;0.021576881408691406
5000000;12;0.22233963012695312
10000000;12;0.09413909912109375
50000000;12;0.8962852954864502
100000000;12;2.0096404552459717
1000000;13;0.01721978187561035
5000000;13;0.08643174171447754
10000000;13;0.18556809425354004
50000000;13;1.5193607807159424
100000000;13;2.148552656173706
1000000;14;0.01652050018310547
5000000;14;0.0891876220703125
10000000;14;0.38668060302734375
50000000;14;0.8800265789031982
100000000;14;4.172380447387695
1000000;15;0.016611337661743164
5000000;15;0.07996582984924316
10000000;15;0.16463184356689453
50000000;15;0.8928539752960205
100000000;15;2.836294174194336
1000000;2;0.05240821838378906
5000000;2;0.30049967765808105
10000000;2;0.491455078125
50000000;2;2.4572737216949463
100000000;2;6.023794889450073
1000000;3;0.03756213188171387
5000000;3;0.20990324020385742
10000000;3;0.3762836456298828
50000000;3;1.8511724472045898
100000000;3;4.090572834014893
1000000;4;0.02701091766357422
5000000;4;0.19437098503112793
10000000;4;0.26892971992492676
50000000;4;1.479294776916504
100000000;4;3.503664493560791
1000000;5;0.027551651000976562
5000000;5;0.11786651611328125
10000000;5;0.33715009689331055
50000000;5;1.6351563930511475
100000000;5;2.8069992065429688
1000000;6;0.03015756607055664
5000000;6;0.11562323570251465
10000000;6;0.5361180305480957
50000000;6;0.9450318813323975
100000000;6;2.523460626602173
1000000;7;0.025552988052368164
5000000;7;0.09071207046508789
10000000;7;0.16046619415283203
50000000;7;0.8385806083679199
100000000;7;1.8147575855255127
1000000;8;0.016852617263793945
5000000;8;0.11452293395996094
10000000;8;0.203078031539917
50000000;8;0.8882391452789307
100000000;8;1.9817790985107422
1000000;9;0.07286906242370605
5000000;9;0.13553977012634277
10000000;9;0.6778616905212402
50000000;9;3.402808427810669
100000000;9;3.210116386413574
1000000;10;0.0248565673828125
5000000;10;0.11352181434631348
10000000;10;0.23659610748291016
50000000;10;3.020007848739624
100000000;10;2.356318235397339
1000000;11;0.019707441329956055
5000000;11;0.10264778137207031
10000000;11;0.2227637767791748
50000000;11;0.9776649475097656
100000000;11;2.198338508605957
1000000;12;0.02050161361694336
5000000;12;0.0906369686126709
10000000;12;0.12045407295227051
50000000;12;0.9097671508789062
100000000;12;2.06900691986084
1000000;13;0.01707005500793457
5000000;13;0.09197092056274414
10000000;13;0.5105710029602051
50000000;13;0.8959589004516602
100000000;13;1.9677507877349854
1000000;14;0.022243738174438477
5000000;14;0.10274481773376465
10000000;14;0.18030238151550293
50000000;14;0.8642346858978271
100000000;14;1.8242688179016113
1000000;15;0.016843795776367188
5000000;15;0.0741722583770752
10000000;15;0.16499638557434082
50000000;15;0.9057238101959229
100000000;15;1.5933449268341064
1000000;2;0.05342888832092285
5000000;2;0.2870173454284668
10000000;2;0.567096471786499
50000000;2;3.6928861141204834
100000000;2;5.3601768016815186
1000000;3;0.03654050827026367
5000000;3;0.23293733596801758
10000000;3;0.3769545555114746
50000000;3;2.365983724594116
100000000;3;3.8437869548797607
1000000;4;0.030430078506469727
5000000;4;0.20783257484436035
10000000;4;0.2608945369720459
50000000;4;1.6014740467071533
100000000;4;2.625596284866333
1000000;5;0.03173971176147461
5000000;5;0.13071846961975098
10000000;5;0.2927513122558594
50000000;5;1.3434782028198242
100000000;5;2.7419703006744385
1000000;6;0.020294666290283203
5000000;6;0.14905500411987305
10000000;6;0.7385315895080566
50000000;6;0.9452404975891113
100000000;6;2.8465301990509033
1000000;7;0.025302410125732422
5000000;7;0.09037661552429199
10000000;7;0.22953438758850098
50000000;7;1.001220464706421
100000000;7;2.087857723236084
1000000;8;0.01639413833618164
5000000;8;0.08434891700744629
10000000;8;0.16277647018432617
50000000;8;1.1214795112609863
100000000;8;1.9608967304229736
1000000;9;0.027243852615356445
5000000;9;0.14740991592407227
10000000;9;0.7178423404693604
50000000;9;3.097490072250366
100000000;9;7.946089029312134
1000000;10;0.0252993106842041
5000000;10;0.26032495498657227
10000000;10;0.6105191707611084
50000000;10;1.240635633468628
100000000;10;2.2909114360809326
1000000;11;0.02420353889465332
5000000;11;0.2303452491760254
10000000;11;0.2500464916229248
50000000;11;1.0913143157958984
100000000;11;2.1602869033813477
1000000;12;0.02065110206604004
5000000;12;0.08884453773498535
10000000;12;0.4840102195739746
50000000;12;0.8895742893218994
100000000;12;1.7470154762268066
1000000;13;0.01835155487060547
5000000;13;0.2614624500274658
10000000;13;0.43463611602783203
50000000;13;1.0531394481658936
100000000;13;1.7972145080566406
1000000;14;0.015743732452392578
5000000;14;0.13423752784729004
10000000;14;0.17612123489379883
50000000;14;0.7907233238220215
100000000;14;1.5206670761108398
1000000;15;0.01686549186706543
5000000;15;0.10709953308105469
10000000;15;0.16585540771484375
50000000;15;0.8026988506317139
100000000;15;1.8110485076904297
1000000;2;0.05850553512573242
5000000;2;0.3502378463745117
10000000;2;0.5321328639984131
50000000;2;2.451028823852539
100000000;2;5.759788513183594
1000000;3;0.05100893974304199
5000000;3;0.18556737899780273
10000000;3;0.40277910232543945
50000000;3;1.8637077808380127
100000000;3;3.603149652481079
1000000;4;0.035973548889160156
5000000;4;0.1324317455291748
10000000;4;0.2748544216156006
50000000;4;1.672703504562378
100000000;4;2.598759412765503
1000000;5;0.022714614868164062
5000000;5;0.14899992942810059
10000000;5;0.27486443519592285
50000000;5;1.4577467441558838
100000000;5;2.628385543823242
1000000;6;0.0192718505859375
5000000;6;0.09477114677429199
10000000;6;0.19649052619934082
50000000;6;2.582449197769165
100000000;6;1.9491138458251953
1000000;7;0.018651247024536133
5000000;7;0.10375809669494629
10000000;7;0.16182971000671387
50000000;7;0.818580150604248
100000000;7;1.7897186279296875
1000000;8;0.02507305145263672
5000000;8;0.07307624816894531
10000000;8;0.16123008728027344
50000000;8;0.9450268745422363
100000000;8;1.727952003479004
1000000;9;0.05589151382446289
5000000;9;0.13486266136169434
10000000;9;0.2701592445373535
50000000;9;3.7105560302734375
100000000;9;6.265533924102783
1000000;10;0.02407217025756836
5000000;10;0.12715768814086914
10000000;10;0.626237154006958
50000000;10;1.209399700164795
100000000;10;6.284337997436523
1000000;11;0.02492809295654297
5000000;11;0.10979866981506348
10000000;11;0.21982693672180176
50000000;11;1.1101014614105225
100000000;11;5.358470916748047
1000000;12;0.01995992660522461
5000000;12;0.09642624855041504
10000000;12;0.48156285285949707
50000000;12;0.49312281608581543
100000000;12;2.2414212226867676
1000000;13;0.019359111785888672
5000000;13;0.09188079833984375
10000000;13;0.16604065895080566
50000000;13;1.012664794921875
100000000;13;1.8358983993530273
1000000;14;0.016917943954467773
5000000;14;0.09809684753417969
10000000;14;0.17354106903076172
50000000;14;0.8779306411743164
100000000;14;1.50901460647583
1000000;15;0.017155885696411133
5000000;15;0.08586835861206055
10000000;15;0.17442607879638672
50000000;15;1.2737045288085938
100000000;15;1.6903009414672852
1000000;2;0.059591054916381836
5000000;2;0.28383374214172363
10000000;2;0.4912142753601074
50000000;2;2.7690916061401367
100000000;2;5.589981317520142
1000000;3;0.03542804718017578
5000000;3;0.18412137031555176
10000000;3;0.3660612106323242
50000000;3;1.9969158172607422
100000000;3;3.8812291622161865
1000000;4;0.029443025588989258
5000000;4;0.19815540313720703
10000000;4;0.2950870990753174
50000000;4;1.8200411796569824
100000000;4;3.666090250015259
1000000;5;0.023917436599731445
5000000;5;0.12551450729370117
10000000;5;0.28101253509521484
50000000;5;1.5809576511383057
100000000;5;3.1469342708587646
1000000;6;0.025441884994506836
5000000;6;0.09735679626464844
10000000;6;0.5478239059448242
50000000;6;0.9374067783355713
100000000;6;2.2488956451416016
1000000;7;0.035629987716674805
5000000;7;0.10121798515319824
10000000;7;0.1787409782409668
50000000;7;0.8423957824707031
100000000;7;1.6323375701904297
1000000;8;0.01762843132019043
5000000;8;0.09986495971679688
10000000;8;0.16292691230773926
50000000;8;1.0873010158538818
100000000;8;1.6666154861450195
1000000;9;0.08163332939147949
5000000;9;0.3455390930175781
10000000;9;0.7266049385070801
50000000;9;1.2347848415374756
100000000;9;2.858848810195923
1000000;10;0.021887540817260742
5000000;10;0.24474167823791504
10000000;10;0.21393847465515137
50000000;10;1.1476085186004639
100000000;10;2.7983837127685547
1000000;11;0.020905494689941406
5000000;11;0.09690427780151367
10000000;11;0.24623680114746094
50000000;11;2.5905380249023438
100000000;11;1.9350707530975342
1000000;12;0.05462312698364258
5000000;12;0.05591130256652832
10000000;12;0.20369648933410645
50000000;12;2.2681844234466553
100000000;12;1.7211031913757324
1000000;13;0.021419763565063477
5000000;13;0.23604941368103027
10000000;13;0.18070459365844727
50000000;13;1.0055928230285645
100000000;13;1.7687733173370361
1000000;14;0.01776123046875
5000000;14;0.09743070602416992
10000000;14;0.22058510780334473
50000000;14;0.7591512203216553
100000000;14;1.6312882900238037
1000000;15;0.018203258514404297
5000000;15;0.09555912017822266
10000000;15;0.1045680046081543
50000000;15;0.9055578708648682
100000000;15;1.4516618251800537
